ticker,cik,observed_delist_date,crsp_code,bucket,confidence,reason,delist_filing_form,delist_filing_date,anchor_8k_items,dereg_form,resolved_name,resolution_source,payout_per_share,payout_source,payout_confidence
RAH,1029506,2013-01-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-01-29,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12B,RALCORP HOLDINGS INC /MO,name_search,90.00,8K_2.01,high
RAI,1275283,2017-08-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-07-25,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-15D,,manual,29.44,8K_2.01,high
RAX,1107694,2016-11-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-11-03,"2.01,3.01,3.03,5.01,5.02,5.03,5.07,8.01,9.01",15-12B,"RACKSPACE HOSTING, INC.",name_search,32.00,8K_2.01,high
RCPT,1463729,2015-08-27,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-08-27,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Receptos, Inc.  (CIK 0001463729)",efts,232.00,8K_2.01,high
RDC,85408,2019-04-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-04-11,"1.02,2.01,3.01,3.03,5.01,5.02,7.01,8.01,9.01",15-12B,ROWAN COMPANIES PLC,name_search,,none,none
RESP,,2024-01-26,600,expiration,high,"Non-equity security (asset_type='etf', name='wisdomtree u.s. esg fund')",,,,,,,,,
RETA,1358762,2023-09-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-09-26,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,REATA PHARMACEUTICALS INC,name_search,172.50,8K_2.01,high
RHT,1087423,2019-07-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-07-09,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,RED HAT INC,name_search,190.00,8K_2.01,high
RICE,1588238,2017-11-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-11-13,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-15D,,manual,,none,none
ROH,84792,2009-04-01,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2009-04-02,"1.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12B,ROHM & HAAS CO  (CIK 0000084792),efts_frequency,,,
RP,1286225,2021-04-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-04-22,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"RealPage, Inc.",name_search,88.75,8K_2.01,high
RPAI,1222840,2021-10-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-10-22,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"RETAIL PROPERTIES OF AMERICA, INC.",name_search,,none,none
RRD,29669,2022-02-25,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-02-28,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,RR Donnelley &amp; Sons Co,name_search,10.85,8K_2.01,high
RSH,96289,2015-02-02,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2015-03-20,3.01,15-12B,RS Legacy Corp,name_search,,,
RSPP,1588216,2018-07-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-07-19,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"RSP Permian, Inc.",name_search,,none,none
RVBD,1357326,2015-04-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-04-24,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Riverbed Technology, Inc.  (CIK 0001357326)",efts,21.00,DEFM14A,medium
RYL,85974,2015-09-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-10-01,"2.01,3.01,3.03,5.01,9.01",15-12B,RYLAND GROUP INC  (CIK 0000085974),efts_frequency,,none,none
SAF,1377936,2021-08-30,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2021-08-31,,,SARATOGA INVESTMENT CORP.,name_search,,,
SAGE,1597553,2025-07-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-07-31,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Sage Therapeutics, Inc.  (SAGE)  (CIK 0001597553)",efts,8.50,8K_2.01,high
SAVE,1498710,2024-11-18,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2024-12-05,,15-15D,,manual,,,
SC,1580608,2022-01-28,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2022-01-31,"2.01,3.01,3.03,5.03,9.01",15-12B,Santander Consumer USA Holdings Inc.,name_search,41.50,8K_2.01,high
SCG,754737,2018-12-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-01-02,"2.01,3.01,3.03,5.01,5.03,9.01",15-12B,SCANA CORP,name_search,,none,none
SCS,1050825,2025-12-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-12-10,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,STEELCASE INC  (SCS)  (CIK 0001050825),efts_frequency,,none,none
SCTY,1408356,2016-11-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-11-21,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,SOLARCITY CORP  (CIK 0001408356),efts,,none,none
SEE,1012100,2026-04-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-04-09,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,,manual,42.15,8K_1.01,medium
SFG,1079577,2016-03-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-03-08,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,STANCORP FINANCIAL GROUP INC,name_search,115.00,8K_2.01,high
SGFY,1828182,2023-04-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-03-29,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Signify Health, Inc.",name_search,30.50,8K_2.01,high
SHAW,914024,2013-02-12,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-02-13,"1.02,2.01,3.01,3.03,5.01,5.02",15-12B,SHAW GROUP INC  (CIK 0000914024),efts,41.00,8K_2.01,high
SHOS,1548309,2019-10-23,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2019-10-23,"1.02,2.01,3.01,3.03,5.02,5.03,9.01",15-12B,"Sears Hometown Stores, Inc.",name_search,3.21,8K_2.01,high
SIAL,90185,2015-11-18,400,liquidation,medium,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",25-NSE,2015-11-18,"8.01,9.01",15-12G,SIGMA ALDRICH CORP  (CIK 0000090185),efts,,,
SIRO,1014507,2016-03-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-02-29,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"SIRONA DENTAL SYSTEMS, INC.  (CIK 0001014507)",efts,,none,none
SKS,812900,2013-11-12,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-11-05,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,SAKS INC,name_search,16.00,8K_2.01,high
SKX,1065837,2025-09-12,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-09-12,"1.01,2.01,2.03,3.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,SKECHERS USA INC,name_search,63.00,8K_2.01,high
SLH,1324245,2016-03-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-03-04,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"SOLERA HOLDINGS, INC",name_search,55.85,8K_2.01,high
SLXP,1009356,2015-04-01,470,liquidation,high,3.01 + 2.04 (delisting with debt acceleration: distress/Ch.11 lead-in),25-NSE,2015-04-01,"1.01,1.02,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,SALIX PHARMACEUTICALS LTD,name_search,,,
SMAR,1366561,2025-01-22,231,merger,medium,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-01-22,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",,SMARTSHEET INC,name_search,56.50,8K_2.01,high
SNI,1430602,2018-03-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-03-06,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Scripps Networks Interactive, Inc.  (CIK 0001430602)",efts,65.82,8K_2.01,high
SNV,18349,2025-12-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-01-02,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-15D,SYNOVUS FINANCIAL CORP,name_search,,none,none
SOV,811830,2009-01-29,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2009-02-02,,15-12B,"Santander Holdings USA, Inc.",name_search,,,
SPR,1364885,2025-12-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-12-08,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Spirit AeroSystems Holdings, Inc.",name_search,,none,none
SPW,88205,2015-09-25,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2022-08-15,,15-12G,,manual,,,
SRC,1308606,2024-01-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-01-23,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-15D,"SPIRIT REALTY CAPITAL, INC.  (CIK 0001308606)",efts_frequency,25.00,DEFM14A,medium
SRCL,861878,2024-11-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-11-04,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,STERICYCLE INC,name_search,62.00,8K_2.01,high
STAY,1581164,2021-06-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-06-16,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12B,"Extended Stay America, Inc.  (CIK 0001581164)",efts,18.75,8K_2.01,high
STJ,203077,2017-01-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-01-04,"1.01,1.02,2.01,3.01,3.03,5.01,5.03,9.01",15-12B,"ST JUDE MEDICAL, LLC",name_search,,none,none
STL,1070154,2022-01-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-02-01,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-15D,STERLING BANCORP  (CIK 0001070154),efts_frequency,,none,none
STOR,1538990,2023-02-03,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2023-02-03,,,STORE CAPITAL LLC,name_search,,,
STR,751652,2025-08-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-19,"2.01,3.01,3.03,4.01,5.01,5.02,5.03,9.01",15-12B,,manual,,none,none
STRZA,1507934,2016-12-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-12-08,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03",15-12B,Starz Acquisition LLC  (CIK 0001507934),efts,,none,none
SUG,203248,2013-04-03,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2012-03-27,,15-12B,SOUTHERN UNION CO,name_search,,,
SVU,95521,2018-12-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-10-22,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,SUPERVALU INC,name_search,32.50,8K_2.01,high
SWAV,1642545,2024-05-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-05-31,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Shockwave Medical, Inc.",name_search,335.00,DEFM14A,medium
SWCH,1710583,2022-12-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-12-06,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Switch, Inc.  (CIK 0001710583)",efts_frequency,34.25,8K_2.01,high
SWI,1739942,2025-04-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-04-16,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,SolarWinds Corp,name_search,18.50,8K_2.01,high
SWY,86144,2015-02-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-01-30,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,SAFEWAY INC,name_search,34.92,8K_2.01,high
SYNH,1610950,2023-09-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-09-28,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Syneos Health, Inc.",name_search,43.00,8K_2.01,high
TAHO,1510400,2019-03-18,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2019-02-22,,15-12B,TAHOE RESOURCES INC.,name_search,,,
TCF,19612,2021-06-09,233,merger,high,M&A 2.01+5.01 (subsidiary buyback / parent acquisition),25-NSE,2021-06-09,"2.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,TCF FINANCIAL CORP  (CIK 0000019612),efts,,none,none
TCO,890319,2020-12-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-12-29,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,TAUBMAN CENTERS INC,name_search,43.00,8K_2.01,high
TECD,790703,2020-06-30,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2020-06-30,"1.01,1.02,2.01,3.01,3.03,5.02,5.03,7.01,9.01",15-15D,TECH DATA CORP  (CIK 0000790703),efts,145.00,8K_2.01,high
TEG,916863,2015-06-29,400,liquidation,medium,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",25-NSE,2015-06-30,8.01,15-12B,"INTEGRYS HOLDING, INC.",name_search,,,
TERP,1599947,2020-07-31,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2020-07-31,"1.01,1.02,2.01,3.01,3.03,5.02,5.03,9.01",15-12B,"TerraForm Power, Inc.  (CIK 0001599947)",efts,,none,none
TGI,1021162,2025-07-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-07-25,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,TRIUMPH GROUP INC,name_search,26.00,8K_2.01,high
TGNA,39899,2026-03-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-03-20,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-15D,TEGNA INC,name_search,22.00,8K_2.01,high
THOR,350907,2020-01-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-10-08,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12G,,manual,,none,none
THRX,1080014,2024-02-14,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),,,,,,manual,,,
THS,1320695,2026-02-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-02-11,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"TreeHouse Foods, Inc.",name_search,22.50,8K_2.01,high
TIBX,1085280,2014-12-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-12-05,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03",15-12G,TIBCO SOFTWARE INC  (CIK 0001085280),efts,24.00,DEFM14A,medium
TIE,1011657,2013-01-07,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2013-01-08,"2.01,3.01,3.03,5.02,9.01",15-12B,TITANIUM METALS CORP,name_search,16.50,8K_2.01,high
TIF,98246,2021-01-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-01-07,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,TIFFANY &amp; CO,name_search,131.50,8K_2.01,high
TIN,731939,2017-02-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2012-02-13,"2.01,3.01,3.03,5.01,5.02,5.03",15-12B,,manual,,none,none
TMUSR,,2020-07-28,600,expiration,high,"Non-equity security (asset_type='stock', name='tmobile us inc tradeable rights june 2020')",,,,,,,,,
TMX,1428875,2022-10-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-12,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,TERMINIX GLOBAL HOLDINGS INC,name_search,34.57,8K_2.01,high
TRCO,726513,2019-09-27,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-09-19,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,9.01",15-15D,TRIBUNE MEDIA CO,name_search,46.50,8K_1.01,medium
TRH,862510,2012-03-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2012-03-06,"2.01,3.01,3.03,5.01,5.02,9.01",15-12B,TRANSATLANTIC HOLDINGS INC,name_search,,none,none
TRW,1267097,2015-05-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-05-15,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,ZF TRW AUTOMOTIVE HOLDINGS CORP,name_search,105.60,8K_2.01,high
TSP,1823593,2024-02-08,580,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",25,2024-01-29,3.01,15-12G,TuSimple Holdings Inc.  (TSPH)  (CIK 0001823593),efts_frequency,,,
TSRO,1491576,2019-01-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-01-22,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"TESARO, Inc.  (CIK 0001491576)",efts,75.00,8K_2.01,high
TSS,,2019-09-17,600,expiration,high,"Non-equity security (asset_type='etf', name='graniteshares 1x short tsla daily etf')",,,,,,,,,
TWC,1377013,2016-05-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-05-18,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",name_search,115.00,8K_2.01,high
TWKS,1866550,2024-11-13,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2024-11-13,"2.01,3.01,3.03,5.02,5.03,7.01,9.01",15-12G,"Thoughtworks Holding, Inc.  (TWKS)  (CIK 0001866550)",efts,,none,none
TWTR,1418091,2022-10-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-28,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,,manual,54.20,8K_2.01,high
TWX,1105705,2018-06-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-06-15,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,,manual,,none,none
UAG,,2020-12-09,600,expiration,high,"Non-equity security (asset_type='etf', name='ubs ag jersey')",,,,,,,,,
UFS,1381531,2021-11-30,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2021-11-30,,15-12B,Domtar Corporation,name_search,,,
UMPQ,1077771,2023-03-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-03-01,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,UMPQUA HOLDINGS CORP,name_search,,none,none
UNT,798949,2020-12-23,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2020-06-10,,15-12G,UNIT CORP,name_search,,,
UNVR,1494319,2023-07-31,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-08-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,Univar Solutions Inc.,name_search,36.15,8K_2.01,high
URS,102379,2014-10-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-10-20,"1.02,2.01,3.01,3.03,5.01,5.02,5.07",15-15D,URS CORP /NEW/  (CIK 0000102379),efts,,none,none
UTIW,1124827,2016-02-01,400,liquidation,medium,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",25-NSE,2016-01-22,"1.01,2.01,9.01",15-12G,UTi WORLDWIDE INC  (CIK 0001124827),efts,,,
VAR,203527,2021-04-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-04-15,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,VARIAN MEDICAL SYSTEMS INC,name_search,177.50,DEFM14A,medium
VER,1507385,2021-10-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-11-01,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,"VEREIT, Inc.",name_search,,none,none
VMED,1270400,2013-06-24,400,liquidation,medium,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",25-NSE,2011-01-05,"5.02,8.01,9.01",15-12G,VIRGIN MEDIA INC.  (CIK 0001270400),efts,,,
VMEO,1837686,2025-11-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-11-24,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Vimeo, Inc.",name_search,7.85,8K_2.01,high
VMW,1124610,2023-11-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-11-22,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,VMWARE LLC,name_search,142.50,8K_2.01,high
VNTV,1533932,2018-01-12,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2019-07-31,,15-12B,,manual,,,
VR,,2024-02-26,600,expiration,high,"Non-equity security (asset_type='etf', name='global x metaverse etf')",,,,,,,,,
VSM,1660690,2019-10-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-10-07,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Versum Materials, Inc.",name_search,53.00,8K_2.01,high
VSTO,1616318,2024-11-27,470,liquidation,high,Bankruptcy (8-K item 1.03),25-NSE,2024-11-27,"1.01,1.03,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,Vista Outdoor Inc.,name_search,,,
VVC,1096385,2019-02-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-02-01,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,VECTREN CORP,name_search,72.00,8K_2.01,high
VWR,1412232,2017-11-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-11-21,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",15-12B,VWR Corp  (CIK 0001412232),efts,33.25,8K_2.01,high
WBA,1618921,2025-08-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-08-28,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Walgreens Boots Alliance, Inc.  (WBA)  (CIK 0001618921)",efts,11.45,8K_2.01,high
WBC,1390844,2020-05-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-05-29,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,WABCO Holdings Inc.,name_search,136.50,8K_2.01,high
WBMD,1326583,2017-09-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-09-15,"1.01,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,WebMD Health Corp.  (CIK 0001326583),efts,66.50,8K_2.01,high
WBT,1650962,2022-07-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-07-29,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Welbilt, Inc.",name_search,24.00,8K_2.01,high
WCG,1279363,2020-01-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-01-24,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"WELLCARE HEALTH PLANS, INC.",name_search,120.00,8K_2.01,high
WCRX,1323854,2013-10-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-09-30,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,9.01",15-12G,Warner Chilcott plc  (CIK 0001323854),efts,1.05,DEFM14A,medium
WDR,1052100,2021-04-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-05-03,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,WADDELL &amp; REED FINANCIAL INC,name_search,25.00,8K_2.01,high
WE,1813756,2024-06-11,580,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",25-NSE,2023-11-22,3.01,15-12G,,manual,,,
WFM,865436,2017-08-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-08-28,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12G,WHOLE FOODS MARKET INC,name_search,42.00,8K_2.01,high
WNR,1581908,2017-06-02,233,merger,high,M&A 2.01+5.01 (subsidiary buyback / parent acquisition),25-NSE,2017-10-30,"1.02,2.01,3.03,5.01,5.02,5.03,8.01,9.01",15-15D,Western Refining Inc,name_search,,none,none
WORK,1764925,2021-07-27,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-07-21,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Slack Technologies, Inc.",name_search,,none,none
