ticker,bucket,observed_delist_date,crsp_code,dlret,reason,exchange,last_trade_close,payout_per_share,stock_ratio,acquirer_price,acquirer_ticker,recovery_ratio,terminal_value,dlret_method,dlret_confidence,payout_source
AYR,exchange_transfer,2020-03-27,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,32.010000,,,,,,,exchange_transfer_zero,high,
AYX,merger,2024-03-18,231,-0.000207,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,48.260000,48.250000,,,,,48.250000,cash_only,medium,DEFM14A
AZEK,merger,2025-07-01,231,0.020878,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,54.350000,26.450000,1.034000,28.080000,JHX,,55.484720,cash_plus_stock,medium,8K_2.01
AZPN,merger,2025-03-12,231,0.002535,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,264.330000,265.000000,,,,,265.000000,cash_only,high,8K_2.01
BCR,compliance_failure,2017-12-29,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,331.240000,,,,,,,shumway_nyse_amex,medium,
BEAV,merger,2017-04-21,231,0.032534,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,64.470000,34.100000,0.310100,104.700000,COL,,66.567470,cash_plus_stock,medium,8K_2.01
BERY,merger,2025-04-29,231,0.000925,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,67.580000,,7.250000,9.330000,AMCR,,67.642500,stock_only,medium,
BFA,exchange_transfer,2018-10-29,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,46.710000,,,,,,,exchange_transfer_zero,high,
BIVV,merger,2018-03-19,231,0.000191,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,104.980000,105.000000,,,,,105.000000,cash_only,high,8K_2.01
BJS,merger,2011-05-09,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,23.180000,,,,,,,abstain_no_consideration,low,
BKI,merger,2023-09-05,231,-0.014256,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,75.760000,74.680000,,,,,74.680000,cash_only,medium,DEFM14A
BKS,merger,2019-08-19,231,0.001541,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,6.490000,6.500000,,,,,6.500000,cash_only,high,8K_2.01
BLUE,merger,2025-06-02,231,0.006036,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,4.970000,5.000000,,,,,5.000000,cash_only,high,8K_2.01
BMS,merger,2019-06-28,231,0.023563,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,57.250000,,5.100000,11.490000,AMCR,,58.599000,stock_only,medium,
BPYU,compliance_failure,2021-07-26,570,-0.550000,"Compliance failure (3.01 alone, no M&A indicators)",nasdaq,18.520000,,,,,,,shumway_nasdaq,medium,
BRCD,merger,2017-11-20,231,0.001571,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,12.730000,12.750000,,,,,12.750000,cash_only,medium,DEFM14A
BRL,liquidation,2008-12-22,400,-0.300000,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",nyse,65.800000,,,,,,,shumway_nyse_amex,medium,
BWC,compliance_failure,2023-08-11,580,-0.550000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",other,10.150000,,,,,,,shumway_nasdaq,medium,
BXLT,merger,2016-06-16,231,-0.608866,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,46.020000,18.000000,,,,,18.000000,cash_only,high,8K_2.01
BYI,merger,2014-12-01,231,0.000360,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,83.270000,83.300000,,,,,83.300000,cash_only,high,8K_2.01
CAA,merger,2018-02-13,231,-0.091491,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,53.120000,48.260000,,,,,48.260000,cash_only,high,8K_2.01
CAB,merger,2019-03-01,231,1229.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,0.050000,61.500000,,,,,61.500000,cash_only,medium,DEFM14A
CAVM,merger,2018-07-09,231,0.019218,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,86.230000,40.000000,2.175700,22.010000,MRVL,,87.887157,cash_plus_stock,medium,
CBH,expiration,2024-08-26,600,,"Non-equity security (asset_type='etf', name='virtus convertible & income 2024 target term fund')",nyse,9.185000,,,,,,,dropped_expiration,low,
CBI,merger,2018-05-11,231,0.106637,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,16.390000,,0.824070,22.010000,MDR,,18.137781,stock_only,medium,
CBST,merger,2015-01-21,231,0.000589,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,101.940000,102.000000,,,,,102.000000,cash_only,high,8K_2.01
CCP,merger,2017-08-28,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,24.210000,,,,,,,abstain_no_consideration,low,
CDK,merger,2022-09-08,231,0.002009,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,54.760000,54.870000,,,,,54.870000,cash_only,high,8K_2.01
CELG,merger,2019-11-22,231,-0.016537,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,108.240000,50.000000,1.000000,56.450000,BMY,,106.450000,cash_plus_stock,medium,8K_2.01
CEN,expiration,2023-10-06,600,,"Non-equity security (asset_type='etf', name='center coast brookfield mlp & energy infrastructure fund')",nyse,20.730000,,,,,,,dropped_expiration,low,
CERE,merger,2024-08-01,231,0.000890,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,44.960000,45.000000,,,,,45.000000,cash_only,high,8K_2.01
CERN,merger,2022-09-08,231,0.000843,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,94.920000,95.000000,,,,,95.000000,cash_only,high,8K_2.01
CETV,merger,2020-10-13,231,0.002188,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,4.570000,4.580000,,,,,4.580000,cash_only,high,8K_2.01
CFLT,merger,2026-03-17,231,0.000323,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,30.990000,31.000000,,,,,31.000000,cash_only,high,8K_2.01
CFN,merger,2015-03-17,231,0.001476,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,59.910000,49.000000,0.077700,141.550000,BDX,,59.998435,cash_plus_stock,medium,
CHAP,compliance_failure,2020-10-14,580,-0.300000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",nyse,0.035000,,,,,,,shumway_nyse_amex,medium,
CHNG,merger,2022-10-03,231,-0.063296,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,27.490000,25.750000,,,,,25.750000,cash_only,medium,DEFM14A
CHS,merger,2024-01-05,231,0.001318,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,7.590000,7.600000,,,,,7.600000,cash_only,high,8K_2.01
CHSI,merger,2012-07-19,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,92.000000,,,,,,,abstain_no_consideration,low,
CIE,liquidation,2017-12-14,470,-0.300000,Bankruptcy (8-K item 1.03),nyse,0.380000,,,,,,,shumway_nyse_amex,medium,
CIT,merger,2022-01-03,231,-0.003643,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,53.500000,,0.062000,859.760000,FCNCA,,53.305120,stock_only,medium,
CIVI,merger,2026-01-29,231,-0.000676,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,27.380000,,1.450000,18.870000,SM,,27.361500,stock_only,medium,
CKH,merger,2021-04-15,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,41.500000,41.500000,,,,,41.500000,cash_only,high,8K_2.01
CLGX,merger,2021-06-08,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,80.000000,80.000000,,,,,80.000000,cash_only,high,8K_2.01
CLP,merger,2013-10-17,231,0.047009,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,22.370000,,0.360000,65.060000,MAA,,23.421600,stock_only,medium,
CLWR,liquidation,2013-10-17,400,-0.550000,"Form 25 + Form 15, 8-K without M&A items: liquidation/voluntary dereg",nasdaq,4.990000,,,,,,,shumway_nasdaq,medium,
CMA,merger,2026-01-30,231,0.057016,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,88.670000,,1.866300,50.220000,FITB,,93.725586,stock_only,medium,
CMD,merger,2021-06-02,231,0.014358,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,80.370000,16.930000,0.337870,191.180000,STE,,81.523987,cash_plus_stock,medium,
CNQR,merger,2014-12-04,231,0.001708,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,128.780000,129.000000,,,,,129.000000,cash_only,high,8K_2.01
CNW,merger,2015-10-30,231,0.001052,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,47.550000,47.600000,,,,,47.600000,cash_only,high,8K_2.01
COL,merger,2018-11-26,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,141.040000,,,,,,,abstain_no_consideration,low,
CONE,merger,2022-03-25,231,0.001549,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,90.360000,90.500000,,,,,90.500000,cash_only,high,8K_2.01
COOP,merger,2025-10-01,231,0.022297,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,210.790000,,11.000000,19.590000,RKT,,215.490000,stock_only,medium,
COUP,merger,2023-02-28,231,0.000371,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,80.970000,81.000000,,,,,81.000000,cash_only,high,8K_2.01
COV,merger,2015-02-03,231,-0.000195,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,106.710000,35.190000,0.956000,74.790000,MDT,,106.689240,cash_plus_stock,medium,
CPGX,exchange_transfer,2016-07-01,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,25.490000,,,,,,,exchange_transfer_zero,high,
CPN,exchange_transfer,2018-03-09,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,15.250000,,,,,,,exchange_transfer_zero,high,
CSE,merger,2014-04-07,231,-0.001808,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,15.500000,2.470000,0.283700,45.830000,PACW,,15.471971,cash_plus_stock,medium,
CSRA,merger,2018-04-04,231,0.000485,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,41.230000,41.250000,,,,,41.250000,cash_only,high,8K_2.01
CST,merger,2017-06-28,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,48.530000,48.530000,,,,,48.530000,cash_only,high,8K_2.01
CTCM,compliance_failure,2016-05-26,580,-0.550000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",nasdaq,2.050000,,,,,,,shumway_nasdaq,medium,
CTLT,merger,2024-12-18,231,0.000315,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,63.480000,63.500000,,,,,63.500000,cash_only,high,8K_2.01
CTRA,merger,2026-05-06,231,0.001843,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,32.560000,,0.700000,46.600000,DVN,,32.620000,stock_only,medium,
CTRX,merger,2015-07-23,231,0.000488,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,61.470000,61.500000,,,,,61.500000,cash_only,high,8K_2.01
CTV,merger,2025-02-21,231,0.003185,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,3.140000,3.150000,,,,,3.150000,cash_only,medium,DEFM14A
CTX,expiration,2018-08-20,600,,"Non-equity security (asset_type='stock', name='qwest corporation 7.00 notes due 2052')",nyse,25.260000,,,,,,,dropped_expiration,low,
CTXS,merger,2022-11-02,231,0.000962,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,103.900000,104.000000,,,,,104.000000,cash_only,high,8K_2.01
CVA,merger,2021-11-30,231,-0.000494,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,20.260000,20.250000,,,,,20.250000,cash_only,high,8K_2.01
CVC,merger,2016-06-21,231,0.000860,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,34.870000,34.900000,,,,,34.900000,cash_only,high,8K_2.01
CVD,merger,2015-02-18,231,0.007200,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,106.420000,75.760000,0.268600,117.000000,LH,,107.186200,cash_plus_stock,medium,
CVET,merger,2022-11-02,231,0.000476,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,20.990000,21.000000,,,,,21.000000,cash_only,medium,8K_1.01
CVG,merger,2018-12-14,231,-0.044554,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,24.410000,13.250000,0.126300,79.750000,SNX,,23.322425,cash_plus_stock,medium,
CVH,merger,2013-10-17,231,0.044888,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,49.990000,27.300000,0.388500,64.180000,AET,,52.233930,cash_plus_stock,medium,
CWENA,exchange_transfer,2020-08-31,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,24.150000,,,,,,,exchange_transfer_zero,high,
CXG,compliance_failure,2011-06-06,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,38.240000,,,,,,,shumway_nyse_amex,medium,
CXO,merger,2021-01-15,231,0.004195,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,65.600000,,1.460000,45.120000,COP,,65.875200,stock_only,medium,
CXP,merger,2021-12-07,231,0.001037,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,19.280000,19.300000,,,,,19.300000,cash_only,medium,8K_1.01
CY,merger,2020-04-16,231,0.001259,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,23.820000,23.850000,,,,,23.850000,cash_only,high,8K_2.01
CYT,merger,2015-12-16,231,0.001064,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,75.170000,75.250000,,,,,75.250000,cash_only,high,8K_2.01
DATA,merger,2019-08-19,231,-0.065251,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,169.530000,,1.103000,143.670000,CRM,,158.468010,stock_only,medium,
DAY,merger,2026-02-03,231,0.002004,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,69.860000,70.000000,,,,,70.000000,cash_only,high,8K_2.01
DCT,merger,2023-03-30,231,0.000527,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,18.990000,19.000000,,,,,19.000000,cash_only,high,8K_2.01
DFS,merger,2025-05-16,231,0.004782,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,200.050000,,1.019200,197.220000,COF,,201.006624,stock_only,medium,
DFT,merger,2017-09-28,231,-0.045284,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,66.310000,,0.545000,116.160000,DLR,,63.307200,stock_only,medium,
DLPH,merger,2020-10-02,231,-0.008024,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,17.020000,,0.430700,39.200000,BWA,,16.883440,stock_only,medium,
DNB,merger,2025-08-25,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,9.150000,9.150000,,,,,9.150000,cash_only,medium,8K_1.01
DNKN,merger,2020-12-15,231,0.000188,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,106.480000,106.500000,,,,,106.500000,cash_only,high,8K_2.01
DNR,exchange_transfer,2020-07-30,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,0.241000,,,,,,,exchange_transfer_zero,high,
DO,merger,2024-09-04,231,-0.013581,M&A 2.01+3.01+5.01 (acquired by external acquirer),other,13.990000,5.650000,0.231600,35.190000,NE,,13.800004,cash_plus_stock,medium,8K_2.01
DPL,exchange_transfer,2012-12-03,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,30.190000,,,,,,,exchange_transfer_zero,high,
DRC,merger,2015-06-30,231,-0.025593,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,85.180000,83.000000,,,,,83.000000,cash_only,medium,DEFM14A
DRE,merger,2022-10-03,231,0.028444,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,48.200000,,0.475000,104.360000,PLD,,49.571000,stock_only,medium,
DSEY,merger,2023-07-05,231,0.001192,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,8.390000,8.400000,,,,,8.400000,cash_only,medium,DEFM14A
DST,merger,2018-04-17,231,0.000119,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,83.990000,84.000000,,,,,84.000000,cash_only,high,8K_2.01
DWA,merger,2016-08-23,231,0.000732,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,40.970000,41.000000,,,,,41.000000,cash_only,high,8K_2.01
EDS,compliance_failure,2015-04-29,570,-0.550000,"Form 25 present, no 8-K within window (defaulting to exchange action)",nasdaq,1.650000,,,,,,,shumway_nasdaq,medium,
EGL,merger,2019-01-11,231,0.005619,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,29.100000,,0.450000,65.030000,SAIC,,29.263500,stock_only,medium,
EGN,merger,2018-11-29,231,0.000422,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,72.120000,,0.644200,112.000000,FANG,,72.150400,stock_only,medium,
EHAB,merger,2026-05-14,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,13.800000,13.800000,,,,,13.800000,cash_only,high,8K_2.01
ENH,merger,2017-04-05,231,0.000215,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,92.980000,93.000000,,,,,93.000000,cash_only,high,8K_2.01
EQY,merger,2017-03-09,231,-0.081767,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,30.850000,,0.450000,62.950000,REG,,28.327500,stock_only,medium,
ESRX,merger,2018-12-20,231,0.001985,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,92.330000,48.750000,0.243400,179.800000,CI,,92.513320,cash_plus_stock,medium,8K_2.01
ETFC,merger,2020-10-02,231,0.015881,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,49.260000,,1.043200,47.970000,MS,,50.042304,stock_only,medium,
ETRN,merger,2024-07-22,231,0.006342,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,12.420000,,0.350400,35.670000,EQT,,12.498768,stock_only,medium,
EV,expiration,2025-04-17,600,,"Non-equity security (asset_type='etf', name='mast global battery recycling & production etf')",nyse,21.845000,,,,,,,dropped_expiration,low,
EVA,exchange_transfer,2021-12-31,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,70.420000,,,,,,,exchange_transfer_zero,high,
EVHC,liquidation,2018-12-14,400,-0.300000,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",nyse,45.990000,,,,,,,shumway_nyse_amex,medium,
EXAS,merger,2026-03-24,231,0.000858,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,104.910000,105.000000,,,,,105.000000,cash_only,high,8K_2.01
FCE-A,liquidation,2018-12-10,400,-0.300000,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",nyse,25.340000,,,,,,,shumway_nyse_amex,medium,
FCS,merger,2016-09-20,231,0.007049,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,19.860000,20.000000,,,,,20.000000,cash_only,high,8K_2.01
FDC,merger,2019-08-05,231,-0.039560,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,31.690000,,0.303000,100.450000,FISV,,30.436350,stock_only,medium,
FDO,merger,2015-07-13,231,0.007635,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,79.390000,59.600000,0.248400,82.110000,DLTR,,79.996124,cash_plus_stock,medium,
FEIC,merger,2016-09-21,231,0.005707,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,106.890000,107.500000,,,,,107.500000,cash_only,high,8K_2.01
FIT,merger,2021-01-14,231,0.060606,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,6.930000,7.350000,,,,,7.350000,cash_only,high,8K_2.01
FLIR,merger,2021-05-14,231,0.021544,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,57.340000,28.000000,0.071800,425.840000,TDY,,58.575312,cash_plus_stock,medium,8K_2.01
FMD,merger,2016-08-30,231,0.000000,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,5.050000,5.050000,,,,,5.050000,cash_only,high,8K_2.01
FNFG,merger,2016-08-08,231,0.038861,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,10.180000,2.300000,0.680000,12.170000,KEY,,10.575600,cash_plus_stock,medium,
FNFV,exchange_transfer,2017-11-20,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,17.350000,,,,,,,exchange_transfer_zero,high,
FPL,expiration,2024-05-03,600,,"Non-equity security (asset_type='etf', name='first trust new opportunities mlp & energy fund')",nyse,7.760000,,,,,,,dropped_expiration,low,
FRX,merger,2014-07-01,231,-0.040404,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,99.000000,95.000000,,,,,95.000000,cash_only,high,8K_2.01
FSL,merger,2015-12-15,231,-0.020032,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,36.530000,6.250000,0.352100,83.920000,NXPI,,35.798232,cash_plus_stock,medium,8K_2.01
FST,liquidation,2022-08-25,400,-0.300000,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",nyse,10.180000,,,,,,,shumway_nyse_amex,medium,
FTO,liquidation,2011-11-30,470,-0.300000,3.01 + 2.04 (delisting with debt acceleration: distress/Ch.11 lead-in),nyse,32.310000,,,,,,,shumway_nyse_amex,medium,
FWLT,compliance_failure,2014-12-03,570,-0.550000,"Compliance failure (3.01 alone, no M&A indicators)",nasdaq,27.520000,,,,,,,shumway_nasdaq,medium,
FYBR,merger,2026-01-20,231,0.000260,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,38.490000,38.500000,,,,,38.500000,cash_only,high,8K_2.01
GAS,exchange_transfer,2016-07-01,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,65.970000,,,,,,,exchange_transfer_zero,high,
GBT,merger,2022-11-02,231,0.000146,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,68.490000,68.500000,,,,,68.500000,cash_only,medium,DEFM14A
GCI,merger,2019-11-19,231,-0.353671,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,9.670000,6.250000,,,,,6.250000,cash_only,high,8K_2.01
GES,merger,2026-01-22,231,-0.003569,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,16.810000,16.750000,,,,,16.750000,cash_only,high,8K_2.01
GGP,exchange_transfer,2018-08-28,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,22.060000,,,,,,,exchange_transfer_zero,high,
GMCR,merger,2016-03-04,231,0.003600,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,91.670000,92.000000,,,,,92.000000,cash_only,high,8K_2.01
GNC,compliance_failure,2020-06-30,580,-0.300000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",nyse,0.550000,,,,,,,shumway_nyse_amex,medium,
GRA,merger,2021-09-22,231,0.000143,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,69.990000,70.000000,,,,,70.000000,cash_only,high,8K_2.01
GRUB,merger,2021-06-11,231,,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,61.050000,,,,,,,abstain_no_consideration,low,
GSF,expiration,2015-10-22,600,,"Non-equity security (asset_type='stock', name='goldman sachs group inc. the 6.125 notes due 2060')",nyse,25.147200,,,,,,,dropped_expiration,low,
GTI,exchange_transfer,2015-08-25,304,0.000000,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),nyse,5.050000,,,,,,,exchange_transfer_zero,high,
GWR,merger,2020-01-02,231,0.001073,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,111.880000,112.000000,,,,,112.000000,cash_only,high,8K_2.01
GXP,compliance_failure,2018-06-05,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,31.990000,,,,,,,shumway_nyse_amex,medium,
HAR,merger,2017-03-10,231,0.004484,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,111.500000,112.000000,,,,,112.000000,cash_only,high,8K_2.01
HCBK,merger,2015-10-30,231,-0.004842,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,10.120000,,0.084030,119.850000,MTB,,10.070995,stock_only,medium,
HCP,merger,2025-02-27,231,0.006325,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,34.780000,35.000000,,,,,35.000000,cash_only,high,8K_2.01
HCR,compliance_failure,2020-07-13,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,0.150000,,,,,,,shumway_nyse_amex,medium,
HDS,merger,2020-12-24,231,0.000179,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,55.990000,56.000000,,,,,56.000000,cash_only,high,8K_2.01
HES,merger,2025-07-18,231,0.032362,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,148.970000,,1.025000,150.040000,CVX,,153.791000,stock_only,medium,
HLTH,compliance_failure,2019-09-10,580,-0.300000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",nyse,0.120000,,,,,,,shumway_nyse_amex,medium,
HMA,compliance_failure,2023-07-25,580,-0.550000,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",other,10.540000,,,,,,,shumway_nasdaq,medium,
HNT,merger,2016-04-01,231,-0.007540,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,67.190000,28.250000,0.622000,61.790000,CNC,,66.683380,cash_plus_stock,medium,
HNZ,compliance_failure,2013-10-17,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,72.490000,,,,,,,shumway_nyse_amex,medium,
HOLX,merger,2026-04-07,231,-0.000132,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,76.010000,76.000000,,,,,76.000000,cash_only,high,8K_2.01
HOT,expiration,2016-10-03,600,,"Non-equity security (asset_type='etf', name='defiance hot sauce daily 2x strategy etf')",nyse,77.050000,,,,,,,dropped_expiration,low,
HRC,merger,2021-12-13,231,0.000256,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,155.960000,156.000000,,,,,156.000000,cash_only,medium,DEFM14A
HSH,merger,2014-08-29,231,0.000635,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,62.960000,63.000000,,,,,63.000000,cash_only,high,8K_2.01
HSP,merger,2015-09-02,231,0.000556,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,89.950000,90.000000,,,,,90.000000,cash_only,high,8K_2.01
HTS,merger,2016-07-20,231,-0.003344,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,16.290000,5.550000,0.989400,10.800000,NLY,,16.235520,cash_plus_stock,medium,8K_2.01
HTV,compliance_failure,2009-06-04,570,-0.300000,"Compliance failure (3.01 alone, no M&A indicators)",nyse,4.500000,,,,,,,shumway_nyse_amex,medium,
HZNP,merger,2023-10-06,231,0.001720,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,116.300000,116.500000,,,,,116.500000,cash_only,high,8K_2.01
IAA,merger,2023-03-20,231,0.015926,M&A 2.01+3.01+5.01 (acquired by external acquirer),nyse,39.890000,12.800000,0.525200,52.790000,RBA,,40.525308,cash_plus_stock,medium,
IDTI,merger,2019-03-29,231,0.000204,M&A 2.01+3.01+5.01 (acquired by external acquirer),nasdaq,48.990000,49.000000,,,,,49.000000,cash_only,high,8K_2.01
