sec_id,delist_date,ticker,payout_per_share,confidence,source,accession
BBG000GQGJT4,2026-02-21,THS,22.500000,high,8K_2.01,0001320695-26-000014
BBG000GVTP33,2017-10-08,OB,18.100000,high,8K_2.01,0000950157-17-001341
BBG000GXZ4W7,2025-07-27,ANSS,,none,none,
BBG000GZD660,2015-02-01,CBST,102.000000,high,8K_2.01,0001104659-15-003691
BBG000H28X05,2010-03-11,PAS,28.500000,high,llm_election_cash,0001193125-10-005743
BBG000H3FZM6,2024-11-14,SRCL,62.000000,high,8K_2.01,0001193125-24-250292
BBG000H4NW15,2016-12-16,IM,38.900000,high,8K_2.01,0000950103-16-018483
BBG000H4YVR7,2016-10-08,MDVN,81.500000,high,8K_2.01,0001193125-16-722505
BBG000H50PN8,2013-05-17,CVH,,none,none,
BBG000H6HNW3,2022-11-07,TWTR,54.200000,high,8K_2.01,0001193125-22-272772
BBG000H89QJ6,2016-05-28,TWC,,none,none,
BBG000HNMMT6,2019-10-28,ISCA,45.000000,high,8K_2.01,0000051548-19-000059
BBG000HZT3L2,2008-09-27,EAS,28.500000,medium,DEFM14A,0001104659-07-073836
BBG000J8CD72,2010-02-18,ACS,,none,none,
BBG000JB27Y9,2015-03-27,CFN,,none,none,
BBG000JDN9K3,2018-07-16,CAVM,,none,none,
BBG000JGQ3K6,2011-06-12,MEE,,none,none,
BBG000JHRSB8,2013-08-10,GDI,76.000000,medium,8K_1.01,0001193125-13-319241
BBG000JKFQB8,2017-04-22,WWAV,56.250000,high,8K_2.01,0001193125-17-121440
BBG000JN7HR4,2011-11-18,KCI,68.500000,medium,8K_1.01,0001193125-11-306860
BBG000K14Q84,2017-04-16,JOY,28.300000,high,8K_2.01,0001144204-17-019159
BBG000K3T8L8,2018-06-16,GXP,,none,none,
BBG000K7PWX7,2015-08-16,INFA,48.750000,high,8K_2.01,0001104659-15-057006
BBG000KBQZ88,2015-08-02,CTRX,61.500000,high,8K_2.01,0001193125-15-261290
BBG000KJP3V7,2021-06-12,CMD,,none,none,
BBG000L0R4R8,2017-09-22,WOOF,93.000000,high,8K_2.01,0001193125-17-282381
BBG000L8QT60,2013-04-07,APKT,29.250000,high,8K_2.01,0001193125-13-132439
BBG000L93Q69,2007-07-22,THE,,none,none,
BBG000M34GG1,2021-10-03,MIC,,none,none,
BBG000M34GG1,2022-07-31,MIC,,none,none,
BBG000M9KP89,2022-08-20,ACC,65.470000,high,8K_2.01,0001193125-22-216177
BBG000MBPVL1,2014-04-18,CSE,,none,none,
BBG000MRMY60,2012-04-13,MHS,,none,none,
BBG000MTPB18,2020-10-23,CETV,4.580000,high,8K_2.01,0000925645-20-000039
BBG000MZFMS2,2015-04-11,SLXP,173.000000,medium,8K_1.01,0001193125-15-116335
BBG000N746D6,2020-10-12,ETFC,,none,none,
BBG000N7CH25,2013-10-10,WCRX,,none,none,
BBG000N7MYP2,2014-08-02,FIO,11.250000,high,8K_2.01,0001104659-14-052859
BBG000N8Y8W6,2017-07-27,AWH,23.000000,high,8K_2.01,0001104659-17-044656
BBG000NC8DB8,2009-07-11,EQ,,none,none,
BBG000NDZ417,2013-06-10,PXP,46.010000,high,llm_election_cash,0001193125-13-244647
BBG000P1F8Q7,2015-09-13,HSP,90.000000,high,8K_2.01,0001274057-15-000029
BBG000P1K2X6,2026-07-26,GTLS,210.000000,high,8K_2.01,0001193125-26-305482
BBG000PB7F79,2015-07-11,DRC,83.000000,medium,DEFM14A,0001193125-14-378790
BBG000PCNTM2,2016-12-18,STRZA,,none,none,
BBG000PLXQQ3,2015-05-25,TRW,105.600000,high,8K_2.01,0001104659-15-038526
BBG000PRJ2Z9,2025-12-18,SPR,,none,none,
BBG000PRTQ30,2016-02-08,BMR,23.750000,medium,8K_1.01,0001193125-15-340425
BBG000PTXBV3,2016-07-22,HTS,,none,none,
BBG000PYLK81,2010-03-22,BARE,18.200000,medium,8K_1.01,0001193125-10-007387
BBG000Q0FH88,2017-08-18,NSR,33.500000,high,8K_2.01,0001193125-17-251307
BBG000Q0SZJ2,2020-09-10,LOGM,86.050000,high,8K_2.01,0001193125-20-235656
BBG000Q1R1Y9,2025-05-10,BERY,,none,none,
BBG000Q5C256,2016-09-01,DWA,41.000000,high,8K_2.01,0000950103-16-015660
BBG000Q7D769,2018-09-01,DCT,,none,none,
BBG000Q814S3,2014-03-24,LEAP,15.000000,high,8K_2.01,0000898822-14-000121
BBG000Q9HH23,2016-12-18,LNKD,196.000000,high,llm,0001104659-16-161289
BBG000QBR5J5,2025-05-29,DFS,,none,none,
BBG000QBY9Q1,2018-12-09,AFSI,14.750000,high,8K_2.01,0001193125-18-337455
BBG000QCCGH7,2021-12-18,CXP,19.300000,medium,8K_1.01,0001104659-21-113163
BBG000QDBSK6,2016-11-17,N,109.000000,high,8K_2.01,0001193125-16-762296
BBG000QF18M4,2012-07-15,SOA,,none,none,
BBG000QGWY50,2025-06-12,BLUEXXXX,,none,none,
BBG000QQFVK6,2021-11-01,RPAI,,none,none,
BBG000QRFNK2,2018-08-30,PAY,23.040000,high,8K_2.01,0001193125-18-253049
BBG000QS8XF2,2018-07-28,VR,68.000000,high,8K_2.01,0001341004-18-000410
BBG000QW8XR0,2017-09-25,WBMD,66.500000,high,8K_2.01,0001567619-17-001996
BBG000R23VW8,2020-10-23,IPHI,,none,none,
BBG000R23VW8,2021-04-30,IPHI,,none,none,
BBG000R33BD1,2023-10-06,RETA,172.500000,high,8K_2.01,0001193125-23-242619
BBG000R33RF4,2015-09-06,RCPT,232.000000,high,8K_2.01,0001193125-15-305050
BBG000R3NPZ4,2026-04-18,AL,65.000000,high,8K_2.01,0001193125-26-147571
BBG000R4R715,2019-02-01,TSRO,75.000000,high,8K_2.01,0001104659-19-002640
BBG000R4Y9C1,2022-10-29,AVLR,93.500000,medium,8K_1.01,0001193125-22-215237
BBG000R57L13,2015-05-04,RVBD,21.000000,medium,DEFM14A,0001193125-15-014961
BBG000R5HWZ1,2021-12-02,XLRN,180.000000,high,8K_2.01,0001104659-21-142257
BBG000R7RDB4,2021-01-29,CXO,,none,none,
BBG000R7SPX2,2016-02-19,SWI,60.100000,medium,DEFM14A,0001047469-15-009226
BBG000RQ2GY7,2021-09-10,PFPT,176.000000,high,8K_2.01,0001193125-21-261338
BBG000RQW961,2018-03-16,SNI,,none,none,
BBG000RVZC33,2017-09-24,DFT,,none,none,
BBG000TWC2V5,2017-06-25,MJN,90.000000,high,8K_2.01,0001104659-17-039502
BBG000VBZJB8,2014-01-13,LPS,,none,none,
BBG000VCQPM0,2019-11-07,MDSO,92.250000,high,8K_2.01,0001140361-19-019146
BBG000VD6768,2022-06-02,ZNGA,,none,none,
BBG000WCRGZ4,2016-05-07,TFM,28.500000,high,8K_2.01,0000950157-16-001900
BBG0014FFY08,2023-10-16,HZNP,116.500000,high,8K_2.01,0001193125-23-252368
BBG0014GG205,2019-02-11,P,,none,none,
BBG0017T9998,2020-07-30,CZR,,none,none,
BBG001BPFT54,2016-12-01,SCTY,,none,none,
BBG001BPKGT0,2021-11-08,MDLA,34.000000,medium,DEFM14A,0001140361-21-031243
BBG001C7TST4,2024-03-28,SPLK,157.000000,high,8K_2.01,0001104659-24-035289
BBG001D8R8J8,2015-06-08,XLS,,none,none,
BBG001HRFJG4,2022-12-02,ZEN,77.500000,high,8K_2.01,0001140361-22-042681
BBG001J1C1L5,2015-12-18,FSL,,none,none,
BBG001J1QN87,2023-11-18,ICPT,19.000000,high,8K_2.01,0001104659-23-115782
BBG001J4BCN4,2023-03-10,COUP,81.000000,high,8K_2.01,0001193125-23-054081
BBG001J4J8T9,2021-11-11,VER,,none,none,
BBG001KWG293,2021-06-25,GRUB,,none,none,
BBG001NFKJ68,2023-11-18,NEWR,87.000000,high,8K_2.01,0001193125-23-273042
BBG001NY45K9,2021-01-17,WPX,,none,none,
BBG001P3K000,2020-12-25,DNKN,106.500000,high,8K_2.01,0001193125-20-317644
BBG001PJFKH9,2018-08-11,NSM,18.000000,high,8K_2.01,0001193125-18-233669
BBG001YMS0B8,2015-07-12,KRFT,,none,none,
BBG001Z7M393,2015-10-11,ZU,,none,none,
BBG0020B4JG7,2022-09-22,MNDT,23.000000,high,8K_2.01,0001104659-22-099178
BBG0022FMPD5,2024-07-12,EVBG,35.000000,high,8K_2.01,0001193125-24-173902
BBG0025X16Y5,2025-08-10,SAGE,8.500000,high,8K_2.01,0001193125-25-170187
BBG0025YWQ66,2021-01-24,FIT,7.350000,high,8K_2.01,0001193125-21-008670
BBG0026ZFZC4,2025-04-12,ITCI,132.000000,high,8K_2.01,0001193125-25-071325
BBG0027Y18M0,2019-08-10,WP,,none,none,
BBG0027Z6X10,2024-02-02,SRC,,none,none,
BBG0029BK2G7,2019-08-11,DATA,,none,none,
BBG002B67HB2,2025-08-01,UNIT,,none,none,
BBG002DZS299,2022-07-02,PLAN,66.000000,medium,DEFM14A,0001193125-22-137023
BBG002PQMF02,2019-11-02,SHOS,3.210000,high,8K_2.01,0001193125-19-272543
BBG002V098F7,2025-10-11,COOP,,none,none,
BBG002WMH2F2,2022-10-22,TMX,34.570000,high,8K_2.01,0001104659-22-108153
BBG002ZM63J5,2020-03-19,ZAYO,35.000000,high,8K_2.01,0001558370-20-002204
BBG0033377Y3,2021-01-07,HDS,56.000000,high,8K_2.01,0001104659-20-139860
BBG00341H6M0,2022-10-15,GBT,68.500000,medium,DEFM14A,0001140361-22-031170
BBG003444577,2014-12-25,BKW,,none,none,
BBG003641015,2016-05-12,ADT,42.000000,high,8K_2.01,0001193125-16-582209
BBG0038V5TX1,2022-04-04,CONE,90.500000,high,8K_2.01,0001104659-22-038090
BBG003FHPBQ9,2016-12-12,EVHC,,none,none,
BBG003PGJHP5,2026-08-03,TMHC,72.500000,high,8K_2.01,0001193125-26-316037
BBG003QPR8Z4,2018-11-05,PF,,none,none,
BBG003S44SC5,2019-09-29,TRCO,46.500000,medium,8K_1.01,0001193125-18-342329
BBG004DF9V32,2014-11-24,ATHL,58.500000,medium,8K_1.01,0001104659-14-078406
BBG004F0HL81,2017-07-08,CST,48.530000,high,8K_2.01,0001562039-17-000022
BBG004S5X3Y9,2020-04-11,S,,none,none,
BBG004T0YC41,2022-02-10,SC,41.500000,high,8K_2.01,0001193125-22-022414
BBG004TPGBP5,2024-02-02,MRTX,58.000000,high,llm,0001140361-24-003287
BBG005485Y51,2021-12-18,PPD,47.500000,high,8K_2.01,0001193125-21-351406
BBG0059KNH10,2022-10-13,CHNG,25.750000,medium,DEFM14A,0001193125-21-071443
BBG005CPNTS0,2021-04-25,MIK,22.000000,high,8K_2.01,0001193125-21-117263
BBG005D7PF34,2026-02-14,DAY,70.000000,high,8K_2.01,0001140361-26-003628
BBG005DKMJ67,2025-04-29,LTRPA,0.256700,high,llm,0001104659-25-041262
BBG005KSWVW5,2018-07-29,RSPP,,none,none,
BBG005NTYL78,2018-03-16,JUNO,87.000000,high,8K_2.01,0001193125-18-071366
BBG005PCN2G7,2017-01-21,NSAM,,none,none,
BBG005Q2KYS8,2017-11-23,RICE,,none,none,
BBG005SSN7D1,2016-10-13,IMS,,none,none,
BBG005XR47P5,2024-12-28,CTLT,63.500000,high,8K_2.01,0001193125-24-280922
BBG005XVXML5,2024-06-10,SWAV,335.000000,medium,DEFM14A,0001193125-24-122373
BBG005XZHR97,2023-12-10,VRTV,170.000000,high,8K_2.01,0001104659-23-122267
BBG00688QWF5,2016-06-13,BXLT,,none,none,
BBG0069FL5L5,2016-09-26,MRD,,none,none,
BBG006B6PVN9,2022-07-16,CDK,54.870000,high,8K_2.01,0001104659-22-077726
BBG006BFYZP8,2021-01-23,PE,,none,none,
BBG006F8QZK4,2024-12-07,VSTO,,none,none,
BBG006G063F9,2022-03-10,INFO,,none,none,
BBG006G57XG0,2025-08-19,VNOM,,none,none,
BBG006GNRZ83,2026-08-30,LBRDA,,none,none,
BBG006LYGNL7,2021-10-16,ARD,,none,none,
BBG006MG2D41,2018-10-19,KLXI,63.000000,high,8K_2.01,0001104659-18-061104
BBG006Q53H50,2017-12-01,VWR,33.250000,high,8K_2.01,0001193125-17-349353
BBG006QRCDZ8,2017-01-21,NRF,,none,none,
BBG007387YL8,2021-07-11,PRAH,,none,none,
BBG0073X4TB8,2020-11-09,LVGO,,none,none,
BBG0077VS2C0,2026-07-11,BLD,,high,llm_election_stock,0001104659-26-079876
BBG0078Y1D92,2023-10-08,SYNH,43.000000,high,8K_2.01,0001193125-23-245005
BBG007FL7ZD2,2022-04-15,FLOW,85.000000,medium,DEFM14A,0001140361-22-003507
BBG007G7V505,2021-07-31,WORK,,none,none,
BBG007HWGYQ5,2026-03-27,CFLT,31.000000,high,8K_2.01,0001104659-26-029071
BBG007KGRPY4,2026-05-24,APLS,41.000000,high,8K_2.01,0001193125-26-222923
BBG007PZ2T21,2025-03-09,HCP,35.000000,high,8K_2.01,0001193125-25-037910
BBG007TJX8V3,2021-12-04,INOV,41.000000,high,8K_2.01,0001193125-21-339663
BBG0081JXTR0,2022-08-08,WBT,24.000000,high,8K_2.01,0001213900-22-042657
BBG008417VN4,2026-08-01,NSA,,none,none,
BBG00873RM91,2019-10-10,NRE,17.007800,high,llm,0001646587-19-000048
BBG0088CYPX8,2022-10-22,NLSN,28.000000,high,8K_2.01,0001193125-22-260583
BBG008FCJZ83,2019-04-07,STE,,none,none,
BBG008G5SGL4,2017-08-27,CCP,,none,none,
BBG008NXC572,2018-11-15,WRK,,none,none,
BBG008S3V4G5,2018-04-14,CSRA,41.250000,high,8K_2.01,0001193125-18-106369
BBG00928YVY7,2019-04-14,ARRS,31.750000,high,8K_2.01,0001144204-19-018122
BBG009CWL262,2018-05-04,BUFF,40.000000,high,8K_2.01,0001193125-18-128656
BBG009NMJJJ4,2019-08-08,FDC,,none,none,
BBG009WMBWP6,2018-12-21,FCEA,25.350000,high,8K_2.01,0001193125-18-345012
BBG009XV39D8,2018-04-14,AVGO,,none,none,
BBG00B5C2HR4,2022-01-20,NCNO,,none,none,
BBG00B8NWRF5,2025-01-02,AGR,35.750000,high,8K_2.01,0001193125-24-284174
BBG00BBHBMF8,2019-10-17,VSM,53.000000,high,8K_2.01,0001193125-19-263471
BBG00BFHKT14,2018-05-31,CHUBA,22.750000,high,8K_2.01,0001104659-18-034678
BBG00BFHL5F0,2019-08-05,LEXEA,,none,none,
BBG00CTY3QD2,2018-03-18,BIVV,105.000000,high,8K_2.01,0001104659-18-015757
BBG00CW127X1,2018-08-06,QCP,20.750000,high,8K_2.01,0001104659-18-047710
BBG00D3CHRC0,2018-10-11,EVHC,46.000000,high,8K_2.01,0001193125-18-297466
BBG00D7BRGD0,2018-05-31,CHUBK,22.750000,high,8K_2.01,0001104659-18-034678
BBG00DBBG1M0,2018-09-22,XL,57.600000,high,8K_2.01,0000875159-18-000068
BBG00GLNJ018,2026-02-09,CIVI,,none,none,
BBG00GQK3WB5,2025-02-01,SMAR,56.500000,high,8K_2.01,0001628280-25-002101
BBG00GSNPM07,2026-07-11,JHG,52.000000,high,8K_2.01,0001104659-26-079401
BBG00GTWPCQ0,2020-10-12,DLPH,,none,none,
BBG00GX77LW3,2023-09-15,BKI,,none,none,
BBG00HJ8K617,2023-10-12,CELL,1.000000,high,8K_2.01,0001193125-23-248475
BBG00HPDM5Z2,2022-12-16,SWCH,34.250000,high,8K_2.01,0001193125-22-298966
BBG00HS2GVL8,2026-03-23,ALEX,20.850000,high,8K_2.01,0001104659-26-029533
BBG00K53L394,2024-08-01,ETRN,,none,none,
BBG00K7K2XZ0,2020-12-31,GLIBA,,none,none,
BBG00K7ZQ662,2023-03-31,IAA,,none,none,
BBG00KMYC574,2021-04-16,PS,22.500000,medium,8K_1.01,0001193125-21-073332
BBG00KR691K8,2022-10-23,CVET,21.000000,medium,8K_1.01,0001193125-22-159139
BBG00M1CKSK7,2025-04-26,SWI,18.500000,high,8K_2.01,0001193125-25-082231
BBG00NN875G0,2024-03-28,KRTX,330.000000,high,8K_2.01,0001140361-24-013728
BBG00P5M4V07,2024-08-11,FERG,,none,none,
BBG00PPWYWJ8,2023-04-09,DCT,19.000000,high,8K_2.01,0001140361-23-014664
BBG00RPJPN67,2025-07-11,AZEK,,none,none,
BBG00RQ70GQ2,2022-06-04,ANAT,190.000000,high,8K_2.01,0001193125-22-159211
BBG00TCBG714,2022-05-15,DKNG,,none,none,
BBG00VCYVLH4,2024-08-11,CERE,45.000000,high,8K_2.01,0001193125-24-190764
BBG00VCZX9Z6,2025-09-05,DNB,9.150000,medium,8K_1.01,0001104659-25-027293
BBG00VSYYVB8,2026-02-09,JAMF,13.050000,medium,DEFM14A,0001104659-25-120004
BBG00W0L8GW3,2023-05-12,OSH,39.000000,medium,8K_1.01,0001193125-23-028482
BBG00W9LXXJ4,2026-01-16,CVAC,,none,none,
BBG00XK3WVD0,2024-07-08,AIRC,39.120000,high,8K_2.01,0001140361-24-032015
BBG00XNR7VZ8,2022-03-11,MCFE,26.000000,high,8K_2.01,0001193125-22-060146
BBG00XP8FYQ3,2022-07-03,MSP,35.500000,high,llm,0001193125-22-179443
BBG00YZ6J994,2023-04-08,SGFY,30.500000,high,8K_2.01,0001193125-23-082993
BBG00ZHCT050,2023-07-15,DSEY,8.400000,medium,DEFM14A,0001104659-23-060078
BBG00ZNSSKP3,2025-12-04,VMEO,7.850000,high,8K_2.01,0001104659-25-115501
BBG010FNXMC3,2025-04-24,PYCR,22.500000,high,8K_2.01,0000950103-25-004791
BBG010MVVVW7,2026-01-30,FYBR,38.500000,high,8K_2.01,0001140361-26-001612
BBG011FS2K38,2026-05-29,MCW,7.000000,high,llm,0001193125-26-229866
BBG01282Z1Y3,2024-11-23,TWKS,4.400000,high,llm,0001213900-24-097457
BBG012BV9SK0,2026-07-17,OLPX,2.060000,high,llm,0001193125-26-296993
BBG012THM3Q6,2025-11-28,INFA,25.000000,high,8K_2.01,0001104659-25-113667
BBG014QJ5BV6,2026-05-25,EHAB,13.800000,high,8K_2.01,0001193125-26-225491
BBG017J18W74,2025-03-22,AZPN,265.000000,high,8K_2.01,0001140361-25-008260
BBG018CYVVW5,2025-10-06,KLG,23.000000,high,8K_2.01,0001193125-25-219988
BBG018CZLZ09,2024-11-29,RCM,14.300000,medium,DEFM14A,0001193125-24-238130
CIK1038205-COMMON,2017-07-06,OZRK,,none,none,
CIK1038914-COMMON,2007-12-23,GSF,,none,none,
CIK104207-COMMON,2015-01-09,WAG,,none,none,
CIK1100962-COMMON,2014-03-10,ENDP,,none,none,
CIK1141399-COMMON,2008-09-20,ABBI,23.000000,medium,8K_1.01,0001193125-08-147481
CIK1156826-COMMON,2007-10-20,ASN,60.750000,medium,8K_1.01,0001047469-07-006106
CIK1319048-COMMON,2007-09-24,CHAP,86.000000,medium,8K_1.01,0000898822-07-000931
CIK18568-COMMON,2007-09-16,CBSS,71.820000,medium,DEFM14A,0000950144-07-006264
CIK230463-COMMON,2008-02-07,PPP,,none,none,
CIK47580-COMMON,2007-11-04,HLT,47.500000,medium,8K_1.01,0001104659-07-076613
CIK709519-COMMON,2010-02-05,SUNW,9.500000,high,8K_2.01,0001193125-10-017049
CIK718482-COMMON,2007-10-11,AGE,,none,none,
CIK737874-COMMON,2007-10-11,LI,35.250000,medium,DEFM14A,0000950124-07-001644
CIK804055-COMMON,2010-10-15,CCE,,none,none,
CIK835541-COMMON,2007-10-13,SLR,3.890000,medium,8K_1.01,0000891618-07-000346
CIK836102-COMMON,2008-06-16,ASD,,none,none,
CIK884629-COMMON,2013-10-11,ACT,,none,none,
CIK944868-COMMON,2009-11-29,DTV,,none,none,
